K 0 Arc_K 0 L_K 0  adjust_amcl_Y 0
K 1 Arc_K 0.105806 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.10922 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.10933 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0899781 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0893539 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0893338 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0893331 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0893331 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0893331 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.108688 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.109312 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.109333 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0899782 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0893539 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0893338 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0893331 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0854623 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0853374 L_K -1  adjust_amcl_Y 0
K 1 Arc_K 0.0853334 L_K -1  adjust_amcl_Y 0
K 0 Arc_K 0.0724302 L_K -1  adjust_amcl_Y 0
K 0 Arc_K 0.072014 L_K -1  adjust_amcl_Y 0
K 0 Arc_K 0.0720006 L_K -1  adjust_amcl_Y 0
K 0 Arc_K 0.0720001 L_K -1  adjust_amcl_Y 0
K 0 Arc_K 0.0720001 L_K -1.01552  adjust_amcl_Y 0
K 0 Arc_K 0.0720001 L_K -1.01552  adjust_amcl_Y 0
K 0 Arc_K 0.0720001 L_K -1.01552  adjust_amcl_Y 0
K 0 Arc_K 0.131355 L_K -1  adjust_amcl_Y 0
K 0 Arc_K 0.13327 L_K -1  adjust_amcl_Y 0
K 0 Arc_K 0.133331 L_K -1  adjust_amcl_Y 0
K -1 Arc_K 0.125592 L_K -1  adjust_amcl_Y 0
K -1 Arc_K 0.125342 L_K -1  adjust_amcl_Y 0
K -1 Arc_K 0.125334 L_K -1  adjust_amcl_Y 0
K -1 Arc_K 0.0414625 L_K -1  adjust_amcl_Y 0
K -1 Arc_K 0.038757 L_K -1  adjust_amcl_Y 0
K -1 Arc_K 0.0386697 L_K -1  adjust_amcl_Y 0
K -1 Arc_K 0.0386669 L_K -1  adjust_amcl_Y 0
K -2 Arc_K 0.128989 L_K -1  adjust_amcl_Y 0
K -2 Arc_K 0.131903 L_K -1  adjust_amcl_Y 0
K -2 Arc_K 0.131997 L_K -1  adjust_amcl_Y 0
K -2 Arc_K 0.0674835 L_K -1  adjust_amcl_Y 0
K -2 Arc_K 0.0654024 L_K -1  adjust_amcl_Y 0
K -2 Arc_K 0.0653353 L_K -1  adjust_amcl_Y 0
K -3 Arc_K 0.118237 L_K -1  adjust_amcl_Y 0
K -3 Arc_K 0.119943 L_K -1  adjust_amcl_Y 0
K -3 Arc_K 0.119998 L_K -1  adjust_amcl_Y 0
K -3 Arc_K 0.100645 L_K -1  adjust_amcl_Y 0
K -3 Arc_K 0.100021 L_K -1  adjust_amcl_Y 0
K -3 Arc_K 0.100001 L_K -1  adjust_amcl_Y 0
K -3 Arc_K 0.1 L_K -1  adjust_amcl_Y 0
K -4 Arc_K 0.119355 L_K -1  adjust_amcl_Y 0
K -4 Arc_K 0.119979 L_K -1  adjust_amcl_Y 0
K -4 Arc_K 0.12 L_K -1  adjust_amcl_Y 0
K -4 Arc_K 0.12 L_K -1  adjust_amcl_Y 0
K -4 Arc_K 0.0761292 L_K -1  adjust_amcl_Y 0
K -4 Arc_K 0.074714 L_K -1  adjust_amcl_Y 0
K -4 Arc_K 0.0746684 L_K -1  adjust_amcl_Y 0
K -4 Arc_K 0.103054 L_K -1  adjust_amcl_Y 0
K -4 Arc_K 0.103969 L_K -1  adjust_amcl_Y 0
K -4 Arc_K 0.103999 L_K -1  adjust_amcl_Y 0
K -5 Arc_K 0.080774 L_K -1  adjust_amcl_Y 0
K -5 Arc_K 0.0800248 L_K -1  adjust_amcl_Y 0
K -5 Arc_K 0.0800006 L_K -1  adjust_amcl_Y 0
K -5 Arc_K 0.0799998 L_K -1  adjust_amcl_Y 0
K -5 Arc_K 0.0993548 L_K -1  adjust_amcl_Y 0
K -5 Arc_K 0.0999792 L_K -1  adjust_amcl_Y 0
K -5 Arc_K 0.0999993 L_K -1  adjust_amcl_Y 0
K -5 Arc_K 0.164516 L_K -1  adjust_amcl_Y 0
K -5 Arc_K 0.166597 L_K -1  adjust_amcl_Y 0
K -5 Arc_K 0.166664 L_K -1  adjust_amcl_Y 0
K -5 Arc_K 0.133118 L_K -1.13091  adjust_amcl_Y 0
K -5 Arc_K 0.132036 L_K -1.13091  adjust_amcl_Y 0
K -5 Arc_K 0.132001 L_K -1.13091  adjust_amcl_Y 0
K -5 Arc_K 0.132 L_K -1.13091  adjust_amcl_Y 0
K -3 Arc_K 0.162968 L_K -1.48478  adjust_amcl_Y 0
K -3 Arc_K 0.163967 L_K -1.48478  adjust_amcl_Y 0
K -3 Arc_K 0.163999 L_K -1.48478  adjust_amcl_Y 0
K -2 Arc_K 0.170451 L_K -1.65402  adjust_amcl_Y 0
K -2 Arc_K 0.17066 L_K -1.65402  adjust_amcl_Y 0
K -2 Arc_K 0.170666 L_K -1.65402  adjust_amcl_Y 0
K 1 Arc_K 0.186151 L_K -1.62326  adjust_amcl_Y 0
K 1 Arc_K 0.18665 L_K -1.62326  adjust_amcl_Y 0
K 1 Arc_K 0.186666 L_K -1.62326  adjust_amcl_Y 0
K 3 Arc_K 0.169892 L_K -1.5463  adjust_amcl_Y 0
K 3 Arc_K 0.169351 L_K -1.5463  adjust_amcl_Y 0
K 3 Arc_K 0.169333 L_K -1.5463  adjust_amcl_Y 0
K 3 Arc_K 0.169333 L_K -1.5463  adjust_amcl_Y 0
K 5 Arc_K 0.175785 L_K -1.63093  adjust_amcl_Y 0
K 5 Arc_K 0.175993 L_K -1.63093  adjust_amcl_Y 0
K 5 Arc_K 0.176 L_K -1.63093  adjust_amcl_Y 0
K 7 Arc_K 0.190194 L_K -1.62324  adjust_amcl_Y -0.02442
K 7 Arc_K 0.190651 L_K -1.62324  adjust_amcl_Y -0.00042
K 7 Arc_K 0.190666 L_K -1.62324  adjust_amcl_Y -0.00042
K 9 Arc_K 0.180344 L_K -1.52325  adjust_amcl_Y -0.02454
K 9 Arc_K 0.180011 L_K -1.52325  adjust_amcl_Y -0.00054
K 9 Arc_K 0.18 L_K -1.52325  adjust_amcl_Y -0.00054
K 9 Arc_K 0.18 L_K -1.52325  adjust_amcl_Y -0.00054
K 10 Arc_K 0.127097 L_K -1.29242  adjust_amcl_Y -0.0126
K 10 Arc_K 0.12539 L_K -1.29242  adjust_amcl_Y -0.0006
K 10 Arc_K 0.125335 L_K -1.29242  adjust_amcl_Y -0.0006
K 11 Arc_K 0.147269 L_K -1.35398  adjust_amcl_Y -0.01266
K 11 Arc_K 0.147976 L_K -1.35398  adjust_amcl_Y -0.00066
K 11 Arc_K 0.147999 L_K -1.35398  adjust_amcl_Y -0.00066
K 11 Arc_K 0.148 L_K -1.35398  adjust_amcl_Y -0.00066
K 12 Arc_K 0.133806 L_K -1.22317  adjust_amcl_Y -0.01272
K 12 Arc_K 0.133349 L_K -1.22317  adjust_amcl_Y -0.00072
K 12 Arc_K 0.133334 L_K -1.22317  adjust_amcl_Y -0.00072
K 13 Arc_K 0.0997857 L_K -1.05394  adjust_amcl_Y -0.01278
K 13 Arc_K 0.0987035 L_K -1.05394  adjust_amcl_Y -0.00078
K 13 Arc_K 0.0986686 L_K -1.05394  adjust_amcl_Y -0.00078
K 13 Arc_K 0.0986674 L_K -1.05394  adjust_amcl_Y -0.00078
K 14 Arc_K 0.106408 L_K -1  adjust_amcl_Y -0.01284
K 14 Arc_K 0.106658 L_K -1  adjust_amcl_Y -0.00084
K 14 Arc_K 0.106666 L_K -1  adjust_amcl_Y -0.00084
K 15 Arc_K 0.0989254 L_K -1.05394  adjust_amcl_Y -0.0129
K 15 Arc_K 0.0986757 L_K -1.05394  adjust_amcl_Y -0.0009
K 15 Arc_K 0.0728606 L_K -1  adjust_amcl_Y -0.0009
K 15 Arc_K 0.0720279 L_K -1  adjust_amcl_Y -0.0009
K 15 Arc_K 0.072001 L_K -1  adjust_amcl_Y -0.0009
K 15 Arc_K 0.0720002 L_K -1  adjust_amcl_Y -0.0009
K 15 Arc_K 0.0255489 L_K -1  adjust_amcl_Y -0.0009
K 15 Arc_K 0.0240505 L_K -1  adjust_amcl_Y -0.0009
K 15 Arc_K 0.0240022 L_K -1  adjust_amcl_Y -0.0009
K 15 Arc_K 0.0240006 L_K -1  adjust_amcl_Y -0.0009
K 15 Arc_K 0.0807741 L_K -1  adjust_amcl_Y -0.0009
K 15 Arc_K 0.0826055 L_K -1  adjust_amcl_Y -0.0009
K 15 Arc_K 0.0826646 L_K -1  adjust_amcl_Y -0.0009
